ID;Tipo;ROL;NOMBRE;RUT;DIRECCION;CODIGO_SII;ACTIVIDAD;FECHA_INGR;POINT_X;POINT_Y
1599;COMERCIAL;2-011478;DELGADO PEZO MARIA ISABEL;;ABDON CIFUENTES  1421;471100,000000;MINIMERCADO COMERCIAL;;-73,04087360000;-36,78873750000
1600;COMERCIAL;2-011486;BCI FACTORING S. A.;96720830-2;O HIGGINS      399;941200,000000;SERV DE FACTORING;11/08/19;-73,05376360000;-36,82876870000
1601;COMERCIAL;2-011511;DR. ROBERTO TRONCOSO Y COMPANIA LIMITADA;78541540-K;O HIGGINS   1160;862031,000000;SERV MEDICOS;;-73,04334000000;-36,82506990000
1602;COMERCIAL;2-011514;SAN MARTÍN OJEDA JUAN ROSENDO;;ANGOL 465;562900,000000;CAFETERIA;24/08/1998;-73,05478040000;-36,82878970000
1603;COMERCIAL;2-011516;JUAN SALGADO E HIJOS LIMITADA;78291830-3;CAMILO HENRIQUEZ  485;477399,000000;OF PROYECTOS;;-73,03459910000;-36,80956920000
1604;COMERCIAL;2-011551;CENTRO DE SALUD, RECREACION Y BELLEZA NEPTUNO LIMITADA;78980870-8;ANIBAL PINTO  941;551001,000000;;;-73,05299880000;-36,82189560000
1605;COMERCIAL;2-011561;DR. ROCIEL DOMINGUEZ CID Y COMPANIA LIMITADA;77097370-8;O HIGGINS   680;862031,000000;SERVICIOS MEDIC;;-73,04934800000;-36,82775800000
1606;COMERCIAL;2-011570;EL LLAVERIO PROPIEDADES S .A.;96832810-7;O HIGGINS   940;681012,000000;CORRETAJE BS.RS.;;-73,04605700000;-36,82619780000
1607;COMERCIAL;2-011571;HERRERA HERRERA OSCAR SEGUNDO;;VENTUS 1898;472102,000000;CARNICERIA;16/09/1998;-73,04493210000;-36,80363550000
1608;COMERCIAL;2-011576;DELGADO BELTRÚN ORLANDO CRISTIAN;;CAUPOLICAN 1150;561000,000000;REST DIURNO;16/09/;-73,05543230000;-36,82037080000
1609;COMERCIAL;2-011583;MAGRO - GRAFICA LIMITADA;77551590-2;O HIGGINS   1030;821900,000000;FOTOCOPIAS;21/09/19;-73,04478940000;-36,82555940000
1610;COMERCIAL;2-011598;JOSE HERNAN ARAVENA Y COMPANIA LIMITADA;76751350-K;SAN ANDRES  78;561000,000000;RESTAURANTE COMERCIA;;-73,06253300000;-36,79302000000
1611;COMERCIAL;2-011615;CASTILLO FLORES LUTGARDA DEL CARMEN;;JUAN DE DIOS RIVERA;471100,000000;MINIMERCADO;;-73,04902320000;-36,80767670000
1612;COMERCIAL;2-011638;SCOTIABANK CHILE;97018000-1;PEDRO DE VALDIVIA;641910,000000;BANCO;20/10/1998;-73,05193030000;-36,84554720000
1613;COMERCIAL;2-011640;CENTRO DE SALUD, RECREACION Y BELLEZA NEPTUNO LIMITADA;78980870-8;ANIBAL PINTO  941;561000,000000;;;-73,05299880000;-36,82189560000
1614;COMERCIAL;2-011641;ORELLANA MEJIAS CLENARDO ISAAC;;OROMPELLO 955;475909,000000;EQUIPOS ELECTRONICOS;20/1;-73,04797590000;-36,81973080000
1615;COMERCIAL;2-011650;PEREZ DE ARCE IRRIBARRA ISABEL DEL CARMEN;;RENGO 672;475909,000000;BAZAR;23/10/1998;-73,05318710000;-36,82572250000
1616;COMERCIAL;2-011663;PUNTO FRIO S. A.;96849860-6;RENGO 1018;477399,000000;DISTRIB DE EQUIPOS;30/10/1998;-73,05572710000;-36,82202960000
1617;COMERCIAL;2-011666;OLIVARES MOLINA MANUEL ADRIÚN;;PASAJE 21 21;471100,000000;MINIMERCADO;02/11/1998;-73,04370670000;-36,80484500000
1618;COMERCIAL;2-011680;COM.AGRIC.TRANSP..H.H. LTD.;79919800-2;JANEQUEO    1774;475201,000000;VENTA DE ARIDOS;;-73,04916070000;-36,80963280000
1619;COMERCIAL;2-011685;ZUÑIGA GALLARDO MARINA DEL CARMEN;;BULNES 860;475901,000000;VTA DE MUEBLES;06/11/1998;-73,05155530000;-36,81945880000
1620;COMERCIAL;2-011696;PROCASE CAPACITACION LIMITADA;78644120-K;RENGO 540;477399,000000;OF INGENIERIA;13/11/1998;-73,05247230000;-36,82694570000
1621;COMERCIAL;2-011700;EMPRESA DE TRANSPORTES RURALES SPA;80314700-0;CAMILO HENRIQUEZ  2565;477399,000000;OF ADMINISTRATIVA;;-73,03417470000;-36,80881460000
1622;COMERCIAL;2-011706;GIANCARLO CARRO Y CIA. LTDA;76121157-9;O HIGGINS      940;702000,000000;ASESORIA ECONOMICA;;-73,04605700000;-36,82619780000
1623;COMERCIAL;2-011707;INNERGY HOLDINGS S. A.;96856650-4;O HIGGINS   940;702000,000000;OF ADMINISTRATIVA;18/11;-73,04605700000;-36,82619780000
1624;COMERCIAL;2-011708;INNERGY TRANSPORTES S.A.;96856700-4;O HIGGINS      940;477399,000000;OF ADMINISTRATIVA;;-73,04605700000;-36,82619780000
1625;COMERCIAL;2-011710;SOCIEDAD CAPACITACION Y DESARROLLO LIMITADA;78855250-5;PEDRO DE LA GASCA;829900,000000;OF ADM;;-73,05492890000;-36,79255500000
1626;COMERCIAL;2-011712;BURBOA VEGA SERGIO OSVALDO;;ARGOMEDO 175;475909,000000;BAZAR;19/11/1998;-73,06845620000;-36,81696890000
1627;COMERCIAL;2-011717;BUSES BIO BIO LIMITADA;79510320-1;CAMILO HENRIQUEZ  2565;492300,000000;VENTA DE PASAJES;;-73,03417470000;-36,80881460000
1628;COMERCIAL;2-011751;SEGUNDO VENEGAS LIDIA VERONICA;;6;472109,000000;ROTISERIA;09/12/1998;-73,03761730000;-36,79915890000
1629;COMERCIAL;2-011758;SK COMERCIAL SPA;76692840-4;GENERAL BONILLA  2216;451002,000000;RPTOS Y ACCESORIOS;;-73,01934580000;-36,81560240000
1630;COMERCIAL;2-011761;LEVADURAS COLLICO S.A.;84750800-0;PAICAVI 2555;472109,000000;DIST DE LEVADURAS;14/12/1998;-73,05557460000;-36,80344230000
1631;COMERCIAL;2-011779;PEÑAILILLO OLIVEIRA LUISA DEL CARMEN;;LOS CARRERA   767;475909,000000;VIDRIERIA;23/1;-73,05111430000;-36,82274860000
1632;COMERCIAL;2-011787;VALENZUELA Y VASQUEZ LIMITADA;78035090-3;OROMPELLO 638;139900,000000;TELAS;07/01/1999;-73,04562390000;-36,82273710000
1633;COMERCIAL;2-011795;CIFUENTES SALAS CRISTIAN MAURICIO;;TUCAPEL 1254;471100,000000;MINIMERCADO;11/01/1999;-73,05083540000;-36,81704150000
1634;COMERCIAL;2-011797;ASOCIACION DE PERSONAL DOCENTE Y ADMINISTRATIVO DE LA UDEC.;70383600-3;O HIGGINS   850;522120,000000;;;-73,04730990000;-36,82673510000
1635;COMERCIAL;2-011807;LABORATORIO DURANDIN S.A. I.;91913000-8;CAMINO A BULNES   2393;202300,000000;DISTRIB COSMETICOS;;-73,04024720000;-36,81435180000
1636;COMERCIAL;2-011808;MELO HENRIQUEZ CELIA;;LAS HERAS  2098;475909,000000;ROTISERIA;15/01/1999;-73,03494640000;-36,81507570000
1637;COMERCIAL;2-011814;JAHR SENORET Y COMPANIA SPA;77234250-0;ANIBAL PINTO  215;477399,000000;OF ADM ASESORIAS;;-73,04815650000;-36,82920860000
1638;COMERCIAL;2-011836;COMERCIAL FENNER Y COMPAN IA LIMITADA;77234380-9;COCHARANE 670;477102,000000;CORTINAJES;;-73,04828300000;-36,82959920000
1639;COMERCIAL;2-011850;COMERCIAL PROINSER S. A.;99560660-7;MANUEL GUTIERREZ  1356;475201,000000;FERRETERIA;;-73,05192180000;-36,80668490000
1640;COMERCIAL;2-011854;RIEDEL Y COMPANIA LIMITADA;77258200-5;PRIETO 235;475201,000000;FERRETERIA;29/01/1999;-73,06089530000;-36,82057540000
1641;COMERCIAL;2-011858;SOCIEDAD EDUCACIONAL DEL MAULE S. A.;79772200-6;BARROS ARANA  231;853201,000000;INSTITUTO PROFESI;;-73,05591220000;-36,82868170000
1642;COMERCIAL;2-011863;BROWN SEPÚLVEDA ERNESTO FIDEL;;CAUPOLICAN 1746;477399,000000;OF ADMINISTRATIVA;02/;-73,05930570000;-36,81415190000
1643;COMERCIAL;2-011869;SALCOBRAND S. A.;76031071-9;BARROS ARANA  766;477201,000000;FARMACIA;04/02/1999;-73,04901660000;-36,82610990000
1644;COMERCIAL;2-011879;BANCO SECURITY;97053000-2;O HIGGINS   428;641910,000000;BANCO;09/02/1999;-73,05258360000;-36,82894160000
1645;COMERCIAL;2-011893;UMANA ESPINOZA MARIA SOLEDAD;;LOS CARRERA   1901;475201,000000;FERRETERIA;15/02/1999;-73,03667680000;-36,81672960000
1646;COMERCIAL;2-011895;COMERCIALIZADORA AGROCHEQUEN LIMITADA;77245090-7;LAS HERAS  2095;472109,000000;DISTRIB DE HUEVOS;;-73,03497290000;-36,81480910000
1647;COMERCIAL;2-011898;VERGARA FIERRO VINKA ANGÉLICA;;BARROS ARANA  565;477102,000000;PRENDAS DE VESTIR;1;-73,05176240000;-36,82692790000
1648;COMERCIAL;2-011900;PRE - UNIC S. A.;91635000-7;BARROS ARANA  774;477201,000000;PERFUMERIA;17/02/1999;-73,04891730000;-36,82602740000
1649;COMERCIAL;2-011911;HERMANOS APABLAZA HENRIQUEZ LIMITADA;78833930-5;VICUÑA MACKENNA  541;952900,000000;TRATAMIEN;;-73,05844840000;-36,81668720000
1650;COMERCIAL;2-011916;CONTRERAS CUEVAS LILIAN BETSABE;;BRICEÑO 2656;562900,000000;COCINERIA;23/02/1999;-73,07536820000;-36,81429410000
1651;COMERCIAL;2-011925;PRESTACIONES MEDICAS VELA SQUEZ MASAFIERRO LTD;78811070-7;ARTURO JUNGE  75;862021,000000;SERVICIOS MEDICOS;;-73,05180360000;-36,84369860000
1652;COMERCIAL;2-011928;CENTRO DE CAPACITACION LOS ANDES LIMITADA;77258000-2;JUAN LADRILLERO  447;477399,000000;SERV C;;-73,05271400000;-36,79586600000
1653;COMERCIAL;2-011934;CENTRO INTEGRAL DE_SALUD LIMITADA;77257840-7;FREIRE 1445;861020,000000;ATENCION PROFESIONAL;;-73,04140400000;-36,82115970000
1654;COMERCIAL;2-011935;INVERSIONES DEL SUR LIMITADA;76330276-8;CASTELLON 241;522120,000000;PLAYA ESTACIONAMIENT;;-73,04616000000;-36,82806990000
1655;COMERCIAL;2-011948;INVERSIONES Y ASESORIAS VALJU S. A.;99559880-9;O HIGGINS   1719;471100,000000;MINIMERCADO COMERCIAL;;-73,03642440000;-36,82187100000
1656;COMERCIAL;2-011949;TRANSPORTE Y ADMINISTRACION LAS BAHIAS S. A.;96875900-0;CAMINO A NONGUEN       1950;562900,000000;;;-73,00809130000;-36,82119470000
1657;COMERCIAL;2-011959;INVERSIONES LA CORDOBITA SPA;77468796-3;FREIRE 1045;522120,000000;PLAYA DE ESTACIONAMIENTO;;-73,04636170000;-36,82333530000
1658;COMERCIAL;2-011972;COMERCIAL EUROTECNICA LIMITADA;78947240-8;LINCOYAN 973;465909,000000;C/VTA MOTORES;23/;-73,05703580000;-36,82299550000
1659;COMERCIAL;2-011979;SOCIEDAD COMERCIAL ARRETX Y COMPAÑIA LIMITADA;76111079-9;O HIGGINS   940;421000,000000;SERVICIOS DE;;-73,04605700000;-36,82619780000
1660;COMERCIAL;2-011990;ISAPRE BANMEDICA S. A.;96572800-7;LINCOYAN 470;862021,000000;ISAPRE;05/04/1999;-73,05336990000;-36,82812940000
1661;COMERCIAL;2-011993;DR. RODRIGO ESCOBAR Y COMPANIA LIMITADA;77186760-K;SAN MARTIN  920;862021,000000;SERVICIOS MEDICOS;;-73,05289630000;-36,82996750000
1662;COMERCIAL;2-012007;BUSTOS HERNANDEZ CARLOS;;RENGO 672;475909,000000;BAZAR;09/04/1999;-73,05318710000;-36,82572250000
1663;COMERCIAL;2-012016;PUENTES ALEGRIA PATRICIA ESTER;;BARROS ARANA  815;477102,000000;BOUTIQUE;15/04/1999;-73,04862360000;-36,82539980000
1664;COMERCIAL;2-012053;GRAHAM MILLER LIQUIDADORE S DE_SEGUROS LIMITAD;77250490-K;O HIGGINS      420;661202,000000;LIQ;;-73,05266680000;-36,82894480000
1665;COMERCIAL;2-012054;CRAWFORD LIQUIDADORES DE_SEGUROS LIMITADA;77250330-K;O HIGGINS      420;661204,000000;LIQUIDAD;;-73,05266680000;-36,82894480000
1666;COMERCIAL;2-012070;COMERCIAL HABITAR LIMITADA;77187170-4;PAICAVI 2555;475201,000000;MAT DE CONSTRUCCION;1;-73,05557460000;-36,80344230000
1667;COMERCIAL;2-012083;SERVIC.DE NORMALIZAC.Y CO BRANZA NORMALIZA S.A;78012790-2;O HIGGINS 399;477399,000000;SERV DE COBRA;;-73,05376360000;-36,82876870000
1668;COMERCIAL;2-012088;CEPECH  S.A.;96547580-K;O HIGGINS      1245;853201,000000;PREUNIVERSITARIO;17/0;-73,04258000000;-36,82421210000
1669;COMERCIAL;2-012093;COMERCIAL MORENO LIMITADA;77284030-6;MAIPU 279;451001,000000;REPUESTOS VEHICULOS;18/05/19;-73,05654010000;-36,82644580000
1670;COMERCIAL;2-012096;MUÑOZ VENEGAS JUAN CARLOS;;JUAN DE DIOS RIVERA;932901,000000;SALON DE POOL;1;-73,04902320000;-36,80767670000
1671;COMERCIAL;2-012104;ILLANES SALAS MARIETTA ABIGAIL;;ANIBAL PINTO  660;475909,000000;BAZAR;24/05/1999;-73,05069680000;-36,82466380000
1672;COMERCIAL;2-012110;PRO MARKET SPA;76964142-4;FUTURO PASEO PEATONAL   306;471100,000000;MINIMERCADO, FUENTE D;;-73,05372140000;-36,79575480000
1673;COMERCIAL;2-012114;INMOBILIARIA FUTURO LIMITADA;78438260-5;RENGO 46;477399,000000;OF ADMINISTRATIVA;28/05/199;-73,04919250000;-36,83213790000
1674;COMERCIAL;2-012119;COMERCIAL CASTILLO Y MUENA LIMITADA;76108736-3;BARROS ARANA  631;561000,000000;SALON DE TE;;-73,05081800000;-36,82643130000
1675;COMERCIAL;2-012124;TRANSPORTE Y ADMINISTRACION LAS BAHIAS S. A.;96875900-0;CAMINO A NONGUEN       1950;477399,000000;;;-73,00809130000;-36,82119470000
1676;COMERCIAL;2-012133;MULTITIENDAS CORONA S. A.;83150900-7;FREIRE 677;471910,000000;GRANDES TIENDAS;09/06/1999;-73,05089130000;-36,82552730000
1677;COMERCIAL;2-012138;FARMACIAS AHUMADA S. A.;76378831-8;JUAN BOSCO;477201,000000;FARMACIA;11/06/1999;-73,03192660000;-36,81582940000
1678;COMERCIAL;2-012142;SAAVEDRA MOLINA GLADYS DEL CARMEN;;JANEQUEO    1638;551001,000000;HOTEL;11/06/1999;-73,04816130000;-36,81100470000
1679;COMERCIAL;2-012147;DOCTOR GONZALO ZULOAGA Y COMPAÑIA LIMITADA;77186230-6;O HIGGINS  PONIENTE  39;862031,000000;;;-73,05853300000;-36,83170520000
1680;COMERCIAL;2-012155;RIBA MONJES JUAN MAGIN RAMON;;LINCOYAN 564;522120,000000;PLAYA ESTACIONAMIENT;18/06/19;-73,05383270000;-36,82712420000
1681;COMERCIAL;2-012159;"ESTACIONAMIENTO O""HIGGINS LIMITADA";76340832-9;O HIGGINS      1167;522120,000000;PLAYA ESTACIO;;-73,04334340000;-36,82476920000
1682;COMERCIAL;2-012167;MINIMARKET PACHECO LIMITADA;77627866-1;LORENZO ARENAS  414;472101,000000;MINIMERCADO COMERCIAL;;-73,02755300000;-36,80941060000
1683;COMERCIAL;2-012176;SEPULVEDA REYES JENNY DEL PILAR;;GREGORIO MARAÑON  1775;471100,000000;MINIMERCADO;;-73,04800390000;-36,80174670000
1684;COMERCIAL;2-012180;CID TIZNADO RAMIRO ANTONIO;;RIO YELCHO  60;471100,000000;MINIMERCADO;02/07/1999;-73,00695590000;-36,83017350000
1685;COMERCIAL;2-012181;VEGA JARPA LUIS ANSELMO;;JERONIMO DE QUIROGA   1394;472109,000000;ROTISERIA;;-73,04404490000;-36,79065500000
1686;COMERCIAL;2-012193;CERDA OCAMPO VÍCTOR OMAR;;CAUPOLICAN 930;475909,000000;BAZAR;07/07/1999;-73,05381060000;-36,82229120000
1687;COMERCIAL;2-012194;MINIMERKET RICARDO ALBERTO SAEZ AVILA E.I.R.L.;76356207-7;JORGE GIACAMAN  327;471100,000000;MIN;;-72,99269390000;-36,82717870000
1688;COMERCIAL;2-012201;LEAL LADRÓN DE GUEVARA ADÚN ARTURO;;PASAJE 4 4;471100,000000;MINIMERCADO;08/07/1999;-73,05505680000;-36,78964530000
1689;COMERCIAL;2-012206;MAQUINARIAS AUSTRAL S.A.;76041032-2;ARGENTINA 460;477399,000000;OF ADMINISTRATIVA;13/07/1999;-73,06001860000;-36,81672950000
1690;COMERCIAL;2-012208;FARMACIAS AHUMADA S. A.;76378831-8;21 DE MAYO 21;477201,000000;FARMACIA, PERFUMERIA, VENTA;;-73,06958560000;-36,81303170000
1692;COMERCIAL;2-012212;SERVICIOS MEDICO ODONTOLOGICOS LIMITADA;77271260-K;LAUTARO 484;861020,000000;PRESTACION SERVICIOS;;-73,03949010000;-36,82237090000
1693;COMERCIAL;2-012218;MARIO GUZMAN AEDO Y COMPANIA LIMITADA;77257420-7;BARROS ARANA  741;477101,000000;CALZADO;;-73,04937420000;-36,82605470000
1694;COMERCIAL;2-012220;COMERCIAL ARDEA S. A.;85551200-9;TEGUALDA 860;501100,000000;PLAYA ESTACIONAMIENT;19/07;-73,02196400000;-36,81514770000
1695;COMERCIAL;2-012229;JUAN CARLOS CONDEZA NEUBER Y COMPAÑIA LIMITADA;78751550-9;TUCAPEL 564;691001,000000;SERVICIO JURIDIC;;-73,04629260000;-36,82408100000
1696;COMERCIAL;2-012236;COMERCIAL LUGAT LIMITADA;76241530-5;RENGO 1298;476103,000000;DIST ARTS DE CARTON;22/07/1;-73,05739550000;-36,81929740000
1697;COMERCIAL;2-012245;BUSES BIO BIO LIMITADA;79510320-1;LINCOYAN 1425;492120,000000;TERMINAL DE BUSES;27/07;-73,05985530000;-36,81846180000
1698;COMERCIAL;2-012253;CASA MUSA ELECTRONICA S.A;93689000-8;MANUEL RODRIGUEZ  417;475909,000000;ARTS ELECTRICOS;;-73,05955110000;-36,81819510000
1699;COMERCIAL;2-012256;REYES CANTERO HAYDEE DEL CARMEN;;ABDON CIFUENTES  2615;471100,000000;MINIMERCADO;;-73,04858650000;-36,79959610000
1700;COMERCIAL;2-012264;SOCIEDAD MEDICA WAGEMANN HERRERA LIMITADA;77308720-2;SAN MARTIN  920;861020,000000;PREST PROFESIONA;;-73,05289630000;-36,82996750000
1701;COMERCIAL;2-012282;HELP WARE INGENIERIA, SERVICIOS Y VENTA LIMITADA;77743560-4;MAIPU 996;477399,000000;SERV DE INGENIERIA;;-73,04759330000;-36,82291620000
1702;COMERCIAL;2-012293;MONTERO AGUILERA MARIA INES;;OSORNO 83;471100,000000;MINIMERCADO;09/08/1999;-73,03880200000;-36,80762800000
1703;COMERCIAL;2-012298;STRYKER CORPORACION(CHILE)Y CIA LTDA;78874470-6;VICTOR LAMAS  951;477399,000000;OF ADMINISTRATIVA;;-73,04344700000;-36,83039970000
1704;COMERCIAL;2-012301;REBOLLEDO PEREZ NUVIA ESTELA;;JORGE GIACAMAN  579;471100,000000;MINIMERCADO COMERCIAL;;-72,99253100000;-36,82715230000
1705;COMERCIAL;2-012302;ILOP S. A.;80478200-1;O HIGGINS   696;476103,000000;LIBRERIA;11/08/1999;-73,04955200000;-36,82756300000
1706;COMERCIAL;2-012306;CLINICA DERMATOLOGICA LLANCAPI LIMITADA;78640850-4;OROMPELLO 54;862021,000000;CENTRO MEDICO;;-73,04170380000;-36,82878200000
1707;COMERCIAL;2-012308;RIOS GUTIERREZ NANCI DEL CARMEN;;4;471100,000000;MINIMERCADO;12/08/1999;-73,05043020000;-36,82613370000
1708;COMERCIAL;2-012315;SOC. COMERCIAL CARRASCO HENRIQUEZ LTDA;76182974-2;BARROS ARANA  645;561000,000000;CAFETERIA;;-73,05071120000;-36,82652370000
1709;COMERCIAL;2-012324;GONZÚLEZ SÚNCHEZ XIMENA ELVIRA;;ANIBAL PINTO  723;477102,000000;PRENDAS DE VESTIR;;-73,05143800000;-36,82408000000
1710;COMERCIAL;2-012329;BURGOS LLANOS MARIA LUISA;;5;472101,000000;ALM PROVISIONES;19/08/1999;-73,03737090000;-36,79956130000
1711;COMERCIAL;2-012333;HERNAN BOERI Y COMPANIA LIMITADA;77283800-K;BANDERA 899;469000,000000;IMPORTACIONES;19/;-73,05422820000;-36,81475030000
1712;COMERCIAL;2-012344;DRA. ANA MARIA NAVARRETE Y COMPAÑIA LIMITADA;77308050-K;ONGOLMO 174;643000,000000;SERVICIOS MEDICOS;;-73,04133480000;-36,82697140000
1713;COMERCIAL;2-012346;FICA TILLERIA JULIA DEL CARMEN;;DOCTOR CARLOS OLIVER   72;561000,000000;FUENTE DE SODA;;-73,07295400000;-36,81020700000
1714;COMERCIAL;2-012347;ESTACION DE SERVICIOS DE VEHICULOS MOTORIZADOS RENGO LIMITADA;77336580-6;EJERCITO 2001;473000,000000;;;-73,04253390000;-36,80618630000
1715;COMERCIAL;2-012371;HOTELERA GAETE LIMITADA;77566910-1;ANGOL 1248;551001,000000;HOTEL;31/08/1999;-73,05950500000;-36,82076250000
1716;COMERCIAL;2-012385;CORREA MORA ALEJANDRO EUGENIO;;O HIGGINS   680;477399,000000;OPTICA;03/09/1999;-73,04934800000;-36,82775800000
1717;COMERCIAL;2-012396;PENA FIGUEROA VERONICA DEL CARM;;CAPITAN PRAT  145;472101,000000;ALM DE PROVISIONES;;-73,03428380000;-36,80266090000
1718;COMERCIAL;2-012397;BIG FULL SPA;76353767-6;PEDRO DE VALDIVIA;562900,000000;ESTACION DE SERVICIO;9;-73,05193030000;-36,84554720000
1719;COMERCIAL;2-012407;MURILLO SANDOVAL EHANS ELIZABETH;;GONGORA Y MARMOLEJO   1693;472109,000000;ROTISERIA;;-73,04325980000;-36,78966900000
1720;COMERCIAL;2-012410;ESTACIONAMIENTO SERVICIO Y CONSTRUCIONES GAVACAM LIMITADA;78305080-3;O HIGGINS   972;522120,000000;PL;;-73,04571610000;-36,82614160000
1721;COMERCIAL;2-012421;BURZIO ONETO MARIO EDUARDO;;PEDRO DE VALDIVIA;477102,000000;C/VTA DE MUEBLES;15;-73,05193030000;-36,84554720000
1722;COMERCIAL;2-012422;FLORES INZUNZA ROSA EMILIA;;LAS HERAS  530;561000,000000;REST DIURNO;15/09/1999;-73,05457740000;-36,82325400000
1723;COMERCIAL;2-012428;SOCIEDAD REGIONAL COMERCIAL LIMITADA;85312400-1;O HIGGINS      630;477399,000000;OF ADMINISTRATIVA;;-73,04999470000;-36,82786970000
1724;COMERCIAL;2-012429;ILLANES CAAMAÑO MANUEL ALONSO;;01 PONIENTE  48;472109,000000;ROTISERIA;21/09/1999;-73,04439040000;-36,82013520000
1725;COMERCIAL;2-012441;ACUÑA RÍOS GONZALO JAVIER;;RENGO 764;471100,000000;MINIMERCADO;23/09/1999;-73,05387890000;-36,82463880000
1726;COMERCIAL;2-012458;TORRES FUENTES ALEJANDRO RAÚL;;MAIPU 60;451002,000000;RPTOS Y ACCESORIOS;27/09/1999;-73,05926340000;-36,82775530000
1727;COMERCIAL;2-012461;POBLETE AZOCAR MIRTA;;RENGO 1412;471100,000000;MINIMERCADO;28/09/1999;-73,05844000000;-36,81796400000
1728;COMERCIAL;2-012471;FERNANDEZ NEIRA ADELA DE LAS MERCEDES;;CALLE NUEVA  172;471100,000000;MINIMERCADO;1;-73,05601100000;-36,80123420000
1729;COMERCIAL;2-012475;TRANSPORTES EME BUS LIMITADA;78182650-2;TEGUALDA 860;492290,000000;OF ADMINISTRATIVA;0;-73,02196400000;-36,81514770000
1730;COMERCIAL;2-012486;MARITANO Y EBENSPERGER LIMITADA;86519000-K;PAICAVI 2338;451002,000000;VENTA VEHICULOS;;-73,05403400000;-36,80457330000
1731;COMERCIAL;2-012497;CIFUENTES PEÑA PRISCILLA JOSELYN;;RENGO 438;561000,000000;SALON DE TE;08/10/1999;-73,05186960000;-36,82803580000
1732;COMERCIAL;2-012504;DOMÍNGUEZ BAEZ PAOLA ANDREA;;JANEQUEO    1552;472109,000000;ROTISERIA;08/10/1999;-73,04769460000;-36,81201270000
1733;COMERCIAL;2-012506;SAAVEDRA RETAMAL RODRIGO ALEJANDRO;;SALAS   1077;471100,000000;MINIMERCADO;13/10/1999;-73,06000890000;-36,82316260000
1734;COMERCIAL;2-012515;POBLETE SRAIN ASTRID VERÓNICA;;LINCOYAN 595;477201,000000;FARMACIA;14/10/1999;-73,05445000000;-36,82711000000
1735;COMERCIAL;2-012520;OFTALMOLOGIA DEL SUR S. A.;77213210-7;TUCAPEL 564;862021,000000;CENTRO MEDICO;15/10/199;-73,04629260000;-36,82408100000
1736;COMERCIAL;2-012522;MORA CARRASCO BEATRIZ DE LAS MERCEDES;;LOS NARANJOS  561;472109,000000;ROTISERIA;18;-73,03640000000;-36,79825990000
1737;COMERCIAL;2-012525;S.G.N.MARKETING S.A.;96861390-1;O HIGGINS      940;477399,000000;OF ADMINISTRATIVA;18/10/1;-73,04605700000;-36,82619780000
1738;COMERCIAL;2-012531;RIFO MOLINET PEDRO;;PASAJE 8 8;472109,000000;ROTISERIA;20/10/1999;-73,04431120000;-36,80874190000
1739;COMERCIAL;2-012534;INZUNZA LOBOS IGOR EDUARDO;;ALMIRANTE RIVEROS     2677;472109,000000;ROTISERIA;;-73,06303250000;-36,81085800000
1740;COMERCIAL;2-012539;PALACIOS Y CIA.LTDA;77195520-7;SERRANO 720;451002,000000;RPTOS Y ACCESORIOS;21/10/1999;-73,05871370000;-36,82712380000
1741;COMERCIAL;2-012552;COMERCIAL  FERNANDO ESTEBAN IBARRA ROA EIRL.;76234095-K;CAUPOLICAN 637;475909,000000;BAZAR;;-73,05220630000;-36,82554770000
1742;COMERCIAL;2-012553;SALDÍAS ARREPOL OLAYA ELIZABETH;;CAUPOLICAN 556;477102,000000;PRENDAS DE VESTIR;27/;-73,05113500000;-36,82605750000
1743;COMERCIAL;2-012555;SOCIEDAD HOTELERA TERRANO LIMITADA;76239900-8;SAN MARTIN  343;561000,000000;REST DIURNO;;-73,05330920000;-36,83002650000
1744;COMERCIAL;2-012556;RUBILAR ROCHA ELENA DEL ROSA;;LOS CARRERA  1051;471100,000000;MINIMERCADO COMERCIAL;;-73,04772050000;-36,82138250000
1745;COMERCIAL;2-012558;ARANEDA SAEZ GISELA ALEJANDRA;;FELIPE OVIEDO   1840;471100,000000;MINIMERCADO;28/10/1999;-73,04656640000;-36,79146000000
1746;COMERCIAL;2-012561;INGENIERIA VENTAS Y SERVICIOS LIMITADA;78147050-3;VICUÑA MACKENNA  540;477399,000000;PROD IN;;-73,05830900000;-36,81726940000
1747;COMERCIAL;2-012566;SEGUEL CARRASCO EDUARDO AURELIO;;INDEPENDENCIA 62;471100,000000;MINIMERCADO COMERCIAL;;-73,00141830000;-36,83302660000
1748;COMERCIAL;2-012567;SUAREZ MEDINA CLAUDIO MAURICIO;;RENGO 1268;471100,000000;MINIMERCADO SIN ALCOHOLES, AMASANDERIA;;-73,05715310000;-36,81956070000
1749;COMERCIAL;2-012569;DELTA INVERSIONES LIMITADA;76145831-0;CHACABUCO  429;477399,000000;VTA.EQUIPOS CELULARES;;-73,05091590000;-36,83165120000
1750;COMERCIAL;2-012571;CAAMAÑO RUIZ PEDRO SANTOS;;LAGO VILLARRICA  559;472109,000000;ROTISERIA;29/10/1;-73,02477750000;-36,82405750000
1751;COMERCIAL;2-012573;BENAVENTE OLIVA JUAN CARLOS;;AINAVILLO 2121;477399,000000;PROVEEDOR INDUSTRIAL;02/11;-73,04870220000;-36,80436050000
